* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = D:\Kelly_PMNM_plate7.eds
* Experiment Run End Time = Not Started
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1	blank																	N	N
A2	+C	C	UNKNOWN	VIC	NFQ-MGB	32.4042	32.2319	0.2436				false	0.01	false	16	22		N	N
A2	+C	D	UNKNOWN	FAM	NFQ-MGB	32.5035	32.3301	0.2452				true	0.01	true	16	22		N	N
A3	+C	C	UNKNOWN	VIC	NFQ-MGB	32.0597	32.2319	0.2436				false	0.01	false	16	22		N	N
A3	+C	D	UNKNOWN	FAM	NFQ-MGB	32.1567	32.3301	0.2452				true	0.01	true	16	22		N	N
A4	ddH20	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	Y
A4	ddH20	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	Y
A5	ddH20	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	N
A5	ddH20	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
A6	TE_cntl_6	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	N
A6	TE_cntl_6	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
A7	TE_cntl_6	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	N
A7	TE_cntl_6	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
A8	PMNM_27	C	UNKNOWN	VIC	NFQ-MGB	28.1134	28.0271	0.1221				false	0.01	false	16	22		N	N
A8	PMNM_27	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
A9	PMNM_27	C	UNKNOWN	VIC	NFQ-MGB	27.9407	28.0271	0.1221				false	0.01	false	16	22		N	N
A9	PMNM_27	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
A10	PMNM_37	C	UNKNOWN	VIC	NFQ-MGB	35.189	35.2395	0.0714				false	0.01	false	16	22		N	N
A10	PMNM_37	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
A11	PMNM_37	C	UNKNOWN	VIC	NFQ-MGB	35.29	35.2395	0.0714				false	0.01	false	16	22		N	N
A11	PMNM_37	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
A12	blank																	N	N
B1	PMNM_47	C	UNKNOWN	VIC	NFQ-MGB	26.0705	25.8587	0.2995				false	0.01	false	16	22		N	N
B1	PMNM_47	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B2	PMNM_47	C	UNKNOWN	VIC	NFQ-MGB	25.647	25.8587	0.2995				false	0.01	false	16	22		N	N
B2	PMNM_47	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B3	PMNM_57	C	UNKNOWN	VIC	NFQ-MGB	26.0834	25.9048	0.2526				false	0.01	false	16	22		N	N
B3	PMNM_57	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B4	PMNM_57	C	UNKNOWN	VIC	NFQ-MGB	25.7262	25.9048	0.2526				false	0.01	false	16	22		N	N
B4	PMNM_57	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B5	PMNM_67	C	UNKNOWN	VIC	NFQ-MGB	28.0604	27.9944	0.0932				false	0.01	false	16	22		N	N
B5	PMNM_67	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B6	PMNM_67	C	UNKNOWN	VIC	NFQ-MGB	27.9285	27.9944	0.0932				false	0.01	false	16	22		N	N
B6	PMNM_67	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B7	PMNM_77	C	UNKNOWN	VIC	NFQ-MGB	27.584	27.576	0.0113				false	0.01	false	16	22		N	N
B7	PMNM_77	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B8	PMNM_77	C	UNKNOWN	VIC	NFQ-MGB	27.568	27.576	0.0113				false	0.01	false	16	22		N	N
B8	PMNM_77	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B9	PMNM_97	C	UNKNOWN	VIC	NFQ-MGB	28.1746	29.3015	1.5937				false	0.01	false	16	22		Y	N
B9	PMNM_97	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		Y	N
B10	PMNM_97	C	UNKNOWN	VIC	NFQ-MGB	30.4284	29.3015	1.5937				false	0.01	false	16	22		Y	N
B10	PMNM_97	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		Y	N
