* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = D:\Kelly_PMNM_plate8.eds
* Experiment Run End Time = Not Started
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1	blank																	N	N
A2	+C	C	UNKNOWN	VIC	NFQ-MGB	31.0622	31.4261	0.5146				false	0.01	false	16	22		Y	N
A2	+C	D	UNKNOWN	FAM	NFQ-MGB	31.8424	31.4696	0.5273				true	0.01	true	16	22		Y	N
A3	+C	C	UNKNOWN	VIC	NFQ-MGB	31.79	31.4261	0.5146				false	0.01	false	16	22		Y	N
A3	+C	D	UNKNOWN	FAM	NFQ-MGB	31.0967	31.4696	0.5273				true	0.01	true	16	22		Y	N
A4	ddH2O	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	Y
A4	ddH2O	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	Y
A5	ddH2O	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	Y
A5	ddH2O	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	Y
A6	PMNM_38	C	UNKNOWN	VIC	NFQ-MGB	26.6223	26.5575	0.0917				false	0.01	false	16	22		N	N
A6	PMNM_38	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
A7	PMNM_38	C	UNKNOWN	VIC	NFQ-MGB	26.4927	26.5575	0.0917				false	0.01	false	16	22		N	N
A7	PMNM_38	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
A8	PMNM_48	C	UNKNOWN	VIC	NFQ-MGB	25.9885	25.8751	0.1603				false	0.01	false	16	22		N	N
A8	PMNM_48	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
A9	PMNM_48	C	UNKNOWN	VIC	NFQ-MGB	25.7618	25.8751	0.1603				false	0.01	false	16	22		N	N
A9	PMNM_48	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
A10	PMNM_58	C	UNKNOWN	VIC	NFQ-MGB	29.7563	29.6996	0.0802				false	0.01	false	16	22		N	N
A10	PMNM_58	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
A11	PMNM_58	C	UNKNOWN	VIC	NFQ-MGB	29.6428	29.6996	0.0802				false	0.01	false	16	22		N	N
A11	PMNM_58	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
A12	blank																	N	N
B1	PMNM_68	C	UNKNOWN	VIC	NFQ-MGB	26.1072	25.9254	0.2571				false	0.01	false	16	22		N	N
B1	PMNM_68	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B2	PMNM_68	C	UNKNOWN	VIC	NFQ-MGB	25.7437	25.9254	0.2571				false	0.01	false	16	22		N	N
B2	PMNM_68	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B3	PMNM_98	C	UNKNOWN	VIC	NFQ-MGB	25.6806	25.8342	0.2173				false	0.01	false	16	22		N	N
B3	PMNM_98	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B4	PMNM_98	C	UNKNOWN	VIC	NFQ-MGB	25.9879	25.8342	0.2173				false	0.01	false	16	22		N	N
B4	PMNM_98	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B5	PMNM_9	C	UNKNOWN	VIC	NFQ-MGB	26.6316	26.7385	0.1511				false	0.01	false	16	22		N	N
B5	PMNM_9	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B6	PMNM_9	C	UNKNOWN	VIC	NFQ-MGB	26.8453	26.7385	0.1511				false	0.01	false	16	22		N	N
B6	PMNM_9	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B7	PMNM_19	C	UNKNOWN	VIC	NFQ-MGB	33.4355	33.6519	0.3061				false	0.01	false	16	22		N	N
B7	PMNM_19	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B8	PMNM_19	C	UNKNOWN	VIC	NFQ-MGB	33.8683	33.6519	0.3061				false	0.01	false	16	22		N	N
B8	PMNM_19	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B9	PMNM_29	C	UNKNOWN	VIC	NFQ-MGB	27.0948	27.0803	0.0206				false	0.01	false	16	22		N	N
B9	PMNM_29	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B10	PMNM_29	C	UNKNOWN	VIC	NFQ-MGB	27.0657	27.0803	0.0206				false	0.01	false	16	22		N	N
B10	PMNM_29	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B11	PMNM_39	C	UNKNOWN	VIC	NFQ-MGB	27.1535	27.344	0.2694				false	0.01	false	16	22		N	N
B11	PMNM_39	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
B12	PMNM_39	C	UNKNOWN	VIC	NFQ-MGB	27.5345	27.344	0.2694				false	0.01	false	16	22		N	N
B12	PMNM_39	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
C1	PMNM_138	C	UNKNOWN	VIC	NFQ-MGB	26.5372	26.94	0.5697				false	0.01	false	16	22		Y	N
C1	PMNM_138	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		Y	N
C2	PMNM_138	C	UNKNOWN	VIC	NFQ-MGB	27.3429	26.94	0.5697				false	0.01	false	16	22		Y	N
C2	PMNM_138	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		Y	N
C3	PMNM_148	C	UNKNOWN	VIC	NFQ-MGB	25.8409	25.8527	0.0167				false	0.01	false	16	22		N	N
C3	PMNM_148	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
C4	PMNM_148	C	UNKNOWN	VIC	NFQ-MGB	25.8645	25.8527	0.0167				false	0.01	false	16	22		N	N
C4	PMNM_148	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
C5	PMNM_158	C	UNKNOWN	VIC	NFQ-MGB	25.0159	25.0451	0.0412				false	0.01	false	16	22		N	N
C5	PMNM_158	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
C6	PMNM_158	C	UNKNOWN	VIC	NFQ-MGB	25.0742	25.0451	0.0412				false	0.01	false	16	22		N	N
C6	PMNM_158	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
C7	PMNM_168	C	UNKNOWN	VIC	NFQ-MGB	24.6699	24.6886	0.0264				false	0.01	false	16	22		N	N
C7	PMNM_168	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
C8	PMNM_168	C	UNKNOWN	VIC	NFQ-MGB	24.7073	24.6886	0.0264				false	0.01	false	16	22		N	N
C8	PMNM_168	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.01	true	16	22		N	N
