* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = D:\TaqMan_wallredo.eds
* Experiment Run End Time = Not Started
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1																		N	N
A2																		N	N
A3	ddH20	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	Y
A3	ddH20	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	Y
A4	ddH20	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	Y
A4	ddH20	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	Y
A5	PMNM_3	C	UNKNOWN	VIC	NFQ-MGB	30.8951	30.7516	0.2029				false	0.01	false	16	22		N	N
A5	PMNM_3	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	N
A6	PMNM_3	C	UNKNOWN	VIC	NFQ-MGB	30.6081	30.7516	0.2029				false	0.01	false	16	22		N	N
A6	PMNM_3	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	N
A7	PMNM_392	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	N
A7	PMNM_392	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	N
A8	PMNM_392	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	N
A8	PMNM_392	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	N
A9																		N	N
A10																		N	N
A11																		N	N
A12																		N	N
B1																		N	N
B2																		N	N
B3	PMNM_151	C	UNKNOWN	VIC	NFQ-MGB	35.1126	34.4227	0.9757				false	0.01	false	16	22		Y	N
B3	PMNM_151	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	16	22		Y	N
B4	PMNM_151	C	UNKNOWN	VIC	NFQ-MGB	33.7327	34.4227	0.9757				false	0.01	false	16	22		Y	N
B4	PMNM_151	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	16	22		Y	N
B5	PMNM_11	C	UNKNOWN	VIC	NFQ-MGB	30.2389	30.3334	0.1335				false	0.01	false	16	22		N	N
B5	PMNM_11	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	N
B6	PMNM_11	C	UNKNOWN	VIC	NFQ-MGB	30.4278	30.3334	0.1335				false	0.01	false	16	22		N	N
B6	PMNM_11	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	N
B7	PMNM_396	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	Y
B7	PMNM_396	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	Y
B8	PMNM_396	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	N
B8	PMNM_396	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	N
B9																		N	N
B10																		N	N
B11																		N	N
B12																		N	N
C1																		N	N
C2																		N	N
C3	PMNM_161	C	UNKNOWN	VIC	NFQ-MGB	24.7368	24.8031	0.0937				false	0.01	false	16	22		N	N
C3	PMNM_161	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	N
C4	PMNM_161	C	UNKNOWN	VIC	NFQ-MGB	24.8694	24.8031	0.0937				false	0.01	false	16	22		N	N
C4	PMNM_161	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	16	22		N	N
C5	PMNM_42	C	UNKNOWN	VIC	NFQ-MGB	30.2539	30.6017	0.4919				false	0.01	false	16	22		N	N
